End of Period,Loan Number,Region,Country Code,Country,Borrower,Guarantor Country Code,Guarantor,Loan Type,Loan Status,Interest Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IBRD,Due to IBRD,Exchange Adjustment,Borrower's Obligation,Sold 3rd Party,Repaid 3rd Party,Due 3rd Party,Loans Held,First Repayment Date,Last Repayment Date,Agreement Signing Date,Board Approval Date,Effective Date (Most Recent),Closed Date (Most Recent),Last Disbursement Date
06/30/2020,IBRD32690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,5.16,,P006483,SCIENCE RESEARCH&TRN,150000000.00,10000000.00,0.00,140000000.00,140000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/01/1996,10/01/2005,02/15/1991,11/29/1990,05/15/1991,12/31/1996,05/02/1997
06/30/2020,IBRD33750,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,CPL,Fully Repaid,5.43,,P006364,BR: INNOV BASIC ED,245000000.00,1889970.50,0.00,243110029.50,243110029.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1996,04/15/2006,10/04/1991,06/26/1991,01/07/1992,12/30/1998,05/14/1999
06/30/2020,IBRD33760,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PETROLEO BRASILEIRO S.A.,BR,Brazil,CPL,Fully Repaid,5.43,,P006492,HYDROCARBN TRNSP/PRO,260000000.00,0.00,0.00,260000000.00,260000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/01/1997,08/01/2006,10/26/1992,06/26/1991,01/22/1993,12/31/2001,07/25/2002
06/30/2020,IBRD34420,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,6.03,,P006368,BR WATER SECTOR MODERNIZATION PROJECT,12500000.00,0.00,0.00,12500000.00,12500000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/01/1997,04/01/2007,12/09/1992,03/10/1992,06/08/1993,06/30/2000,12/31/1997
06/30/2020,IBRD3442A,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,5.51,,P006368,BR WATER SECTOR MODERNIZATION PROJECT,69618851.30,2662918.44,0.00,66955932.86,66955932.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/15/1998,04/15/2007,12/09/1992,03/10/1992,06/08/1993,06/30/2000,06/27/2001
06/30/2020,IBRD3442S,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCPD,Fully Repaid,6.89,,P006368,BR WATER SECTOR MODERNIZATION PROJECT,167881148.70,464378.59,0.00,167416770.10,167416770.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/01/1998,04/01/2007,12/09/1992,03/10/1992,06/08/1993,06/30/2000,
06/30/2020,IBRD34440,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.43,,P006454,RONDONIA NTRL RES. M,167000000.00,18576377.03,0.00,148423623.00,148423623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/1997,05/15/2007,09/19/1992,03/17/1992,01/15/1993,09/30/2002,07/29/2003
06/30/2020,IBRD34570,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,6.03,,P006379,METRO TRANSP.SPAULO,6300000.00,0.00,0.00,6300000.00,6300000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/1997,05/15/2007,09/03/1992,03/31/1992,02/03/1993,03/31/1998,10/23/1997
06/30/2020,IBRD3457S,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCPD,Fully Repaid,6.89,,P006379,METRO TRANSP.SPAULO,119700000.00,0.00,0.00,119700000.00,119700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/1998,05/15/2007,09/03/1992,03/31/1992,02/03/1993,03/31/1998,07/16/1998
06/30/2020,IBRD34800,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BANCO NACIONAL,BR,Brazil,CPL,Fully Transferred,7.39,,P006495,NATL IND POLLUTN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/1997,05/15/2007,09/21/1992,05/28/1992,03/09/1993,06/30/1997,
06/30/2020,IBRD3480S,LATIN AMERICA AND CARIBBEAN,BR,Brazil,BANCO NACIONAL,BR,Brazil,SCPD,Fully Repaid,6.89,,P006495,NATL IND POLLUTN,50000000.00,833247.10,0.00,49166752.90,49166752.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/1997,05/15/2007,09/21/1992,05/28/1992,03/09/1993,06/30/1997,10/29/1997
06/30/2020,IBRD34920,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.8,,P006505,MATO GROSSO NAT RES,205000000.00,26038941.17,0.00,178961058.80,178961058.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/1998,09/15/2007,09/16/1992,06/18/1992,01/15/1993,09/30/2002,07/29/2003
06/30/2020,IBRD35030,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.43,,P006541,BR WATER QUALITY & POLLUTION CONTROL PR,9000000.00,3154764.07,0.00,5845235.93,5845235.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1997,04/15/2007,06/28/1994,07/02/1992,09/28/1994,09/30/1999,05/26/2000
06/30/2020,IBRD35040,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,CPL,Fully Repaid,6.82,,P006541,BR WATER QUALITY & POLLUTION CONTROL PR,119000000.00,0.00,0.00,119000000.00,119000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1997,04/15/2007,12/17/1992,07/02/1992,05/17/1993,12/31/2000,11/20/2002
06/30/2020,IBRD35050,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DO PLANEJAMENTO E,BR,Brazil,CPL,Fully Repaid,7.43,,P006541,BR WATER QUALITY & POLLUTION CONTROL PR,117000000.00,4936910.20,0.00,112063089.80,112063089.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/1998,08/15/2007,12/17/1992,07/02/1992,05/17/1993,12/31/2002,06/05/2003
06/30/2020,IBRD35470,LATIN AMERICA AND CARIBBEAN,BR,Brazil,DER - ESTRADAS DE RODAGEM,BR,Brazil,CPL,Fully Transferred,7.43,,P006378,STATE HWY MGMT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/1998,03/15/2008,12/22/1992,12/22/1992,04/22/1993,12/31/1998,
06/30/2020,IBRD3547S,LATIN AMERICA AND CARIBBEAN,BR,Brazil,DER - ESTRADAS DE RODAGEM,BR,Brazil,SCPD,Fully Repaid,6.14,,P006378,STATE HWY MGMT,50000000.00,0.00,0.00,50000000.00,50000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/1998,03/15/2008,12/22/1992,12/22/1992,04/22/1993,12/31/1998,05/05/1999
06/30/2020,IBRD35480,LATIN AMERICA AND CARIBBEAN,BR,Brazil,DEPARTAMENTO DE ESTRADAS DE RODAGEM (DER,BR,Brazil,CPL,Fully Repaid,7.43,,P006378,STATE HWY MGMT,38000000.00,18012242.96,0.00,19987757.04,19987757.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/1998,03/15/2008,01/21/1994,12/22/1992,04/25/1994,12/31/1999,04/06/2001
06/30/2020,IBRD35540,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DA FAZENDA,BR,Brazil,CPL,Fully Repaid,2.37,,P006540,WTR Q/PLN(MINAS GERA,145000000.00,9118292.26,0.00,135881707.70,135881707.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/15/1998,10/15/2007,02/01/1993,01/05/1993,09/08/1993,09/30/1999,08/21/2000
06/30/2020,IBRD36040,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.54,,P006427,BR NE BASIC EDUC II,212000000.00,11149565.68,0.00,200850434.30,200850434.30,0.00,0.01,0.01,0.00,0.00,0.00,0.00,02/01/1999,08/01/2008,08/25/1993,05/13/1993,02/08/1994,12/31/1998,09/17/1999
06/30/2020,IBRD36330,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.54,,P006547,RIO DE JANEIRO METROPOLITAN TRANSPORT,81023665.01,0.00,0.00,81023665.01,81023665.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/01/1999,09/01/2008,10/14/1993,06/29/1993,03/14/1994,12/31/2000,12/29/2000
06/30/2020,IBRD3633A,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,3.25,,P006547,RIO DE JANEIRO METROPOLITAN TRANSPORT,47476334.99,130494.53,0.00,47345840.46,47345840.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/1999,09/15/2008,10/14/1993,06/29/1993,03/14/1994,12/31/2000,03/22/2002
06/30/2020,IBRD36390,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DE PLANEJAMENTO E,BR,Brazil,CPL,Fully Repaid,7.54,,P006524,BR MINAS MNC.DEVELOPMT,150000000.00,19945435.98,0.00,130054564.00,130054564.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/1999,09/15/2008,10/19/1993,07/20/1993,01/19/1994,12/31/2001,05/14/2002
06/30/2020,IBRD36590,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.54,,P006546,BR: AIDS CONTROL,160000000.00,226842.68,0.00,159773157.30,159773157.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/1999,11/15/2008,03/16/1994,11/09/1993,06/01/1994,06/30/1998,05/06/1999
06/30/2020,IBRD36630,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,7.54,,P006452,BR NE BASIC EDUC III,206600000.00,6558981.18,0.00,200041018.80,200041018.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/15/1999,10/15/2008,02/10/1994,11/23/1993,05/27/1994,12/31/1999,05/18/2000
06/30/2020,IBRD37130,LATIN AMERICA AND CARIBBEAN,BR,Brazil,DEPARTAMENTO DE ESTRADAS DE RODAGEM,BR,Brazil,CPL,Fully Repaid,7.96,,P006555,STATE HIGHWAY MANAGEMENT II,54000000.00,18292434.47,0.00,35707565.53,35707565.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1999,04/15/2009,03/25/1994,03/15/1994,05/17/1994,12/31/1999,06/16/2000
06/30/2020,IBRD37140,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DOS TRANSPORTES-,BR,Brazil,CPL,Fully Repaid,8.07,,P006555,STATE HIGHWAY MANAGEMENT II,87000000.00,0.00,0.00,87000000.00,87000000.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,11/15/1999,05/15/2009,06/24/1994,03/15/1994,08/02/1994,12/31/1999,08/01/2000
06/30/2020,IBRD37150,LATIN AMERICA AND CARIBBEAN,BR,Brazil,DEPARTAMENTO ESTADUAL DE ESTRADAS E,BR,Brazil,CPL,Fully Repaid,7.96,,P006555,STATE HIGHWAY MANAGEMENT II,79000000.00,21622163.00,0.00,57377837.00,57377837.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1999,04/15/2009,03/25/1994,03/15/1994,05/05/1994,12/31/1999,12/15/2000
06/30/2020,IBRD37330,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SEC. DE ESTADO DA EDUCACAO- MINAS GERAIS,BR,Brazil,CPL,Fully Repaid,7.8,,P006543,BR-  MINAS GERAIS BASIC EDU.,150000000.00,4235688.26,0.00,145764311.70,145764311.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/1999,04/15/2009,03/06/1995,05/17/1994,06/05/1995,06/28/2002,07/29/2003
06/30/2020,IBRD37660,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Secretaria de Estado da Educação- Parana,BR,Brazil,CPL,Fully Repaid,1.88,,P006558,BR-  PARANA BASIC EDUC,96000000.00,0.00,0.00,96000000.00,96000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,02/15/2000,08/15/2009,10/26/1994,06/28/1994,01/26/1995,12/31/2001,09/20/2002
06/30/2020,IBRD37670,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Espírito Santo,BR,Brazil,CPL,Fully Repaid,7.8,,P006522,Espirito Santo Water & Coastal Pollution,154000000.00,41505043.46,0.00,112494956.50,112494956.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2000,09/15/2009,10/28/1994,06/28/1994,12/19/1994,06/30/2003,02/06/2004
06/30/2020,IBRD37890,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO DESENVOLVIMENTO URBANO E,BR,Brazil,CPL,Fully Repaid,8.07,,P006436,Ceara Urban Development & Water Resource,140000000.00,3824593.55,0.00,136175406.50,136175406.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2000,09/15/2009,12/16/1994,09/06/1994,05/15/1995,12/31/2003,05/28/2004
06/30/2020,IBRD39150,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,1.9,,P038882,BR RECIFE M.TSP,3280719.42,0.00,0.00,3280719.42,3280719.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,04/03/1996,06/29/1995,09/19/1996,06/30/2004,06/20/1997
06/30/2020,IBRD3915A,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.73,,P038882,BR RECIFE M.TSP,98719280.58,1468099.95,0.00,97251180.63,97251180.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,04/03/1996,06/29/1995,09/19/1996,06/30/2004,11/12/2004
06/30/2020,IBRD39160,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,1.9,,P006564,BR BELO H M.TSP,15675448.97,364507.91,0.00,15310941.06,15310941.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,11/30/1995,06/29/1995,04/19/1996,06/30/2004,08/22/1997
06/30/2020,IBRD3916A,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.73,,P006564,BR BELO H M.TSP,83324551.03,6512351.13,0.00,76812199.90,76812199.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,11/30/1995,06/29/1995,04/19/1996,06/30/2004,10/29/2004
06/30/2020,IBRD39170,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Bahia,BR,Brazil,CPL,Fully Repaid,4.32,,P035717,RURAL POV. (BAHIA),105000000.00,1657333.10,0.00,103342666.90,103342666.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,07/16/1995,06/29/1995,11/13/1995,06/30/2001,06/29/2001
06/30/2020,IBRD39180,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Ceará,BR,Brazil,CPL,Fully Repaid,1.8,,P038884,RURAL POV.- CEARA,70000000.00,0.00,0.00,70000000.00,70000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,02/27/1996,06/29/1995,04/22/1996,06/30/2001,10/11/2001
06/30/2020,IBRD39190,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SERGIPE SECRETARIA DE ESTADO DO PLANEJ,BR,Brazil,CPL,Fully Repaid,8.07,,P038885,RURAL POV.-SERGIPE,36000000.00,0.00,0.00,36000000.00,36000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2010,01/18/1996,06/29/1995,04/17/1996,06/30/2001,10/11/2001
06/30/2020,IBRD39240,LATIN AMERICA AND CARIBBEAN,BR,Brazil,COMPANHIA VALE DO RIO DOCE,BR,Brazil,SCL,Fully Repaid,1,,P006512,BR ENV/CONS(CVRD),50000000.00,13686888.27,0.00,36313111.73,36313111.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,01/15/2001,07/15/2010,11/14/1995,07/11/1995,03/04/1996,06/30/2000,11/16/2000
06/30/2020,IBRD40460,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,1.9,,P040028,RAILWAYS RESTRUCTURG,198516547.10,0.00,0.00,198516547.10,198516547.10,0.00,0.01,0.01,0.00,0.00,0.00,0.00,03/01/2002,09/01/2011,09/17/1996,06/20/1996,10/31/1996,06/30/2002,11/20/1997
06/30/2020,IBRD4046A,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.8,,P040028,RAILWAYS RESTRUCTURG,151483453.00,92374110.73,0.00,59109342.22,59109342.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2002,09/15/2011,09/17/1996,06/20/1996,10/31/1996,06/30/2002,01/15/2003
06/30/2020,IBRD40470,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,1.9,,P006554,BR-  HEALTH SECTOR REFORM - REFORSUS,300000000.00,47560074.08,0.00,252439925.90,252439925.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/01/2001,05/01/2011,09/27/1996,06/20/1996,12/24/1996,12/31/2003,06/09/2004
06/30/2020,IBRD40600,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DA AGRICULTURA E,BR,Brazil,CPL,Fully Repaid,1.91,,P037828,BR (PR)R.POVERTY,175000000.00,10334311.02,0.00,164665689.00,164665689.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2001,04/15/2011,12/23/1997,06/27/1996,02/11/1998,03/31/2006,07/27/2006
06/30/2020,IBRD41200,LATIN AMERICA AND CARIBBEAN,BR,Brazil,State of Rio Grande do Norte,BR,Brazil,CPL,Fully Repaid,7.51,,P038896,R.POVERTY(RGN),24000000.00,0.00,0.00,24000000.00,24000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2002,09/15/2011,06/18/1997,12/12/1996,08/29/1997,06/30/2002,10/03/2002
06/30/2020,IBRD41210,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DO PLANEJAMENTO-PIAUI,BR,Brazil,CPL,Fully Repaid,1.23,,P043871,(PIAUI)R.POVERTY,30000000.00,1292515.97,0.00,28707484.03,28707484.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,06/15/2002,12/15/2011,06/18/1997,12/12/1996,09/04/1997,12/31/2001,11/22/2002
06/30/2020,IBRD41220,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Pernanbuco Secretari de Estado de Planej,BR,Brazil,CPL,Fully Repaid,1.8,,P042566,R.POVERTY(PE),39000000.00,3037982.08,0.00,35962017.92,35962017.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2002,09/15/2011,07/29/1997,12/12/1996,09/04/1997,12/31/2001,03/15/2002
06/30/2020,IBRD41390,LATIN AMERICA AND CARIBBEAN,BR,Brazil,RIO GR. SUL.SECRECT.DE COORDE E PLANEJAM,BR,Brazil,SCL,Fully Repaid,0,,P039196,BR RGS ST.REF,125000000.00,20020858.95,0.00,104979141.10,104979141.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2000,04/15/2012,06/10/1997,03/04/1997,06/30/1997,12/31/1998,12/09/1998
06/30/2020,IBRD41400,LATIN AMERICA AND CARIBBEAN,BR,Brazil,"SECRETARIA DO PLANEJAMENTO, CIENCIA E",BR,Brazil,CPL,Fully Repaid,4.96,,P006562,Bahia Municipal Inf. Dev't. and Mgm't.,100000000.00,0.00,0.00,100000000.00,100000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,07/15/2002,01/15/2012,04/28/1997,03/04/1997,06/19/1997,09/30/2004,02/03/2005
06/30/2020,IBRD41470,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P006475,BR LAND RFM PILOT (SIM),90000000.00,21462037.15,0.00,68537962.85,68537962.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/01/2002,05/01/2012,07/29/1997,04/22/1997,09/12/1997,12/31/2002,12/31/2002
06/30/2020,IBRD41480,LATIN AMERICA AND CARIBBEAN,BR,Brazil,RIO GR. SUL.SECRECT.DE COORDE E PLANEJAM,BR,Brazil,CPL,Fully Repaid,2.32,,P043868,BR RGS LAND MGT/POVERTY,100000000.00,0.00,0.00,100000000.00,100000000.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,11/01/2002,05/01/2012,07/11/1997,04/22/1997,09/25/1997,12/30/2005,04/19/2006
06/30/2020,IBRD41650,LATIN AMERICA AND CARIBBEAN,BR,Brazil,RIO GR. SUL.SECRECT.DE COORDE E PLANEJAM,BR,Brazil,SCL,Fully Repaid,0,,P034578,BR RGS Highway MGT,70000000.00,0.00,0.00,70000000.00,70000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2001,09/15/2012,05/22/1998,05/15/1997,08/21/1998,12/15/2005,04/26/2006
06/30/2020,IBRD41690,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P043873,BR AG TECH DEV.,60000000.00,0.00,0.00,60000000.00,60000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11/15/2002,05/15/2012,08/29/1997,05/22/1997,09/24/1997,12/31/2005,03/31/2006
06/30/2020,IBRD41880,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.62,,P006532,BR FED HWY DECENTR,300000000.00,51035505.77,0.00,248964494.20,248964494.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2002,03/15/2012,12/10/1997,06/12/1997,02/25/1998,12/17/2005,04/19/2006
06/30/2020,IBRD41890,LATIN AMERICA AND CARIBBEAN,BR,Brazil,MATO GROS SEC. DE ESTADO DE PLANEJAMENTO,BR,Brazil,SCL,Fully Repaid,0,,P048870,BR MT STATE PRIV.,45000000.00,0.00,0.00,45000000.00,45000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2001,11/15/2012,03/30/1999,06/12/1997,04/20/1999,09/30/2001,11/20/2002
06/30/2020,IBRD41900,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DOS RECURSOS HIDRICOS,BR,Brazil,SCL,Fully Repaid,0,,P046052,CEARA WATER PILOT (SIM),9600000.00,1190457.01,0.00,8409542.99,8409542.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/15/2001,11/15/2012,12/12/1997,06/12/1997,02/20/1998,06/30/2002,11/18/2002
06/30/2020,IBRD42110,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE PLANEJAMENTO-RIO DE JANEIR,BR,Brazil,SCL,Fully Repaid,0,,P039197,BR RJ ST.PRIV.,250000000.00,50422998.16,0.00,199577001.80,199577001.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/15/2001,10/15/2012,03/27/1998,07/17/1997,04/09/1998,12/31/1998,12/30/1998
06/30/2020,IBRD42320,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE RECURSOS HIDRICOS,BR,Brazil,CPL,Fully Repaid,4.56,,P035728,BR BAHIA WTR RESOURCES,51000000.00,0.00,0.00,51000000.00,51000000.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,04/15/2003,10/15/2012,12/04/1997,09/11/1997,03/03/1998,09/30/2005,12/06/2005
06/30/2020,IBRD42380,LATIN AMERICA AND CARIBBEAN,BR,Brazil,São Paulo Secretaria do Estado,BR,Brazil,CPL,Fully Repaid,3.78,,P006474,BR LAND MGT 3 (SAO PAULO),55000000.00,10000000.00,0.00,45000000.00,45000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,04/15/2003,10/15/2012,12/07/1999,10/28/1997,02/25/2000,11/30/2008,10/01/2008
06/30/2020,IBRD42450,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,SCL,Fully Repaid,0.8,,P048357,BRAZIL CEN.BANK TAL,20000000.00,0.00,0.00,20000000.00,20000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,03/15/2003,09/15/2012,01/29/1998,11/18/1997,03/02/1998,12/31/2003,05/06/2003
06/30/2020,IBRD42510,LATIN AMERICA AND CARIBBEAN,BR,Brazil,PARAIBA SECRETARIA DE ESTADO DE PLANEJ,BR,Brazil,CPL,Fully Repaid,7.79,,P042565,BR PARAIBA R.POVERTY,60000000.00,0.00,0.00,60000000.00,60000000.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,08/01/2003,02/01/2013,02/16/1998,11/20/1997,03/23/1998,06/30/2006,10/26/2006
06/30/2020,IBRD42520,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SEC. DE ESTADO DE PLANEJAMENTO -MARANHAO,BR,Brazil,CPL,Fully Repaid,7.96,,P051701,BR MARANHAO R.POVERTY,80000000.00,724.20,0.00,79999275.80,79999275.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/01/2003,02/01/2013,03/30/1998,11/20/1997,06/12/1998,06/30/2004,08/16/2004
06/30/2020,IBRD42650,LATIN AMERICA AND CARIBBEAN,BR,Brazil,"TBG TRANP.BRASILERA, GASOL BOLIVIA BR.",BR,Brazil,SCL,Fully Repaid,0.69,,P006549,GAS SCTR DEV PROJECT,130000000.00,0.00,0.00,130000000.00,130000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,09/15/2001,03/15/2013,12/17/1998,12/18/1997,05/17/1999,12/31/2000,12/27/2000
06/30/2020,IBRD42660,LATIN AMERICA AND CARIBBEAN,BR,Brazil,Ministério da Fazenda,BR,Brazil,CPL,Fully Repaid,2.21,,P038947,BR-  SC. & TECH 3,155000000.00,88800000.00,0.00,66200000.00,66200000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,08/15/2003,02/15/2013,03/17/1998,12/18/1997,06/15/1998,07/31/2004,11/23/2004
06/30/2020,IBRD42910,LATIN AMERICA AND CARIBBEAN,BR,Brazil,SECRETARIA DE ESTADO DE TRANSPORTES,BR,Brazil,SCL,Fully Repaid,0,,P043421,BR RJ M.TRANSIT PRJ.,186000000.00,0.00,0.00,186000000.00,186000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10/15/2001,04/15/2013,06/01/1999,03/05/1998,08/03/1999,06/30/2009,01/04/2008
